text,lang,published,entities
"🙏 Răspuns la comentariul: ""Iconoclaștii au interzis reprezentarea lui Hristos pentru că natura Sa divină nu poate fi reprezentată."" 👇👇

Vedeți neapărat primul comentariu

#ApostolulIoan #ÎnvăţăturaBisericii #Cuvântul #Dumnezeu #Hristos #Iconoclaștii #Iconoclasmul #iconografrus #LeonidUspensky #ortodocșii #Protestanţi #reprezentarealuiHristos #SfântulMelitondinSardes #VechiulTestament",ro,21-11-2024,"['Iconoclaștii', 'Hristos', 'ortodocșii', 'Protestanţi']"
"🙏 Să te bucuri de boală, căci Domnul ți-a dat o pedeapsă trecătoare, ca să curățească sufletul tău de păcate 👇👇

Vedeți neapărat primul comentariu

#ASeBucuraDeBoala #BoalaEsteOPedeapsăTrecătoare #BoalaGrea #Cârtire #CruceaBolii #CurățireaSufletuluiDePăcate #DrumulÎngustȘiCuÎncercări #FolosulBolii #Hulă #PurtareaCrucii #RabdareInBoala #RabdareaBolii #SfântulIoandeKronstadt",ro,21-11-2024,[]
"Gîndurile lui Cristoiu
O condamnare la moarte absurdă
https://www.cristoiublog.ro/o-condamnare-la-moarte-absurda/",ro,20-11-2024,['Cristoiu']
"Orașul din România paralizat de turiști. Hotelierii au strigat „Stop”, cazările sunt aproape imposibil de găsit: „Este ca într-un basm” 👇 Vezi primul comentariu",ro,20-11-2024,"['România', 'Hotelierii']"
"pentru ""sl@vari""",ro,20-11-2024,[]
"☦️ Arhim. Haralambie Vasilopoulos: ""Sfintii Parintii nu purtau de loc convorbiri (tratative) cu ereticii, nu se uitau la amabilitati si politeturi; ei doar marturiseau adevarul""
Mai multe vezi în primul comentariu 👇🏻👇🏻",ro,20-11-2024,"['Arhim. Haralambie Vasilopoulos', 'Sfintii Parintii', 'ereticii']"
"🙏 Nu piroanele L-au ţinut pironit pe Hristos pe cruce, ci dragostea Sa de oameni 👇👇

Vedeți neapărat primul comentariu",ro,20-11-2024,[]
Adevărul despre lumea în care trăim: Invenții revoluționare îngropate de autorități 👇 Vezi primul comentariu,ro,20-11-2024,['Invenții revoluționare']
Kosovarii au reacționat imediat după ce România a câștigat cu 3-0 la masa verde 👇 Vezi primul comentariu,ro,20-11-2024,"['Kosovarii', 'România']"
"CTP avertizează că istoria se repetă: „Iliescu=Ciolacu; V. Tudor=Simion; Isărescu şi Stolojan=Ciucă, Lasconi, Geoană”. Cine ar putea face diferenţa 👇 Vezi primul comentariu",ro,20-11-2024,"['Iliescu', 'Ciolacu', 'V. Tudor', 'Simion', 'Isărescu', 'Stolojan', 'Ciucă', 'Lasconi', 'Geoană']"
Birchall atacă pe Călin Georgescu,ro,20-11-2024,"['Birchall', 'Călin Georgescu']"
Validată,ro,20-11-2024,[]
Un om liniştit...,ro,20-11-2024,[]
Despre luxul faraonic pe care-l vrea Iohannis...,ro,20-11-2024,['Iohannis']
"Elisabeta Lipă, 6 surse de venit. Șefa sportului românesc încasează lunar bani de la 6 structuri ale statului. Care sunt acestea + sumele, defalcat 👇 Vezi primul comentariu",ro,20-11-2024,['Elisabeta Lipă']
Știrea zilei de la dezbaterea A3 CNN e că jurnalista gălățeanca blondă cu ochii câș (Sava?) e necăsătorită.,ro,20-11-2024,['Sava']
Nu-i place maneaua pro-Ciucă...,ro,20-11-2024,[]
"Un impunător templu masonic, ridicat în sectorul 1 al Capitalei. Construcția e aproape gata 👇 Vezi primul comentariu",ro,20-11-2024,"['templu masonic', 'sectorul 1', 'Capitalei']"
"Lasconi susține că nu trebuie să fii inteligent ca Președinte al României, ci doar trebuie să ai bună credință",ro,20-11-2024,"['Lasconi', 'României']"
❗George Simion: ”Pe 24 noiembrie o să le arătăm tuturor trădătorilor că românii s-au trezit! Suntem gata să ne eliberăm de toate fantomele trecutului și de toți copiii lui Iliescu”,ro,20-11-2024,"['George Simion', '24 noiembrie', 'românii']"
Ministrul Muncii anunță creșteri mari de pensie în ianuarie. Ce se întâmplă cu pensiile restante? 👇 Vezi primul comentariu,ro,20-11-2024,[]
"CIUCĂ AMENINȚAT ȘI ȘANTAJAT DE SISTEMUL BĂSESCU SĂ RENUNȚE IN FAVOAREA LUI LASCONI, ALTFEL NU VOR AVEA NICI 10% LA ALEGERI! TOT SISTEMUL BĂSESCU L-A OBLIGAT PE LUDOVIC ORBAN SĂ RENUNȚE IN FAVOAREA INCULTEI DE LASCONI! ÎN SEARA ASTA A IESIT CU BĂTAIE!POPORUL ROMÂN TREBUIE SA ÎȘI EXERCITE SUVERANITATEA: ANULĂM VOTURILE LA PREZIDENȚIALE!",ro,20-11-2024,"['LASCONI', 'ALEGERI', 'LUDOVIC ORBAN']"
"SISTEMUL BĂSESCU NEGOCIAZĂ CU SERVICIILE SECRETE ROMÂNE ȘI STRĂINE , INTRAREA UNUI PARTID LGBT ÎN PARLAMENT - PARTIDUL DREPT - ȘI BOMBĂ: IEȘIREA LUI CIUCĂ DIN ALEGERILE PREZIDENȚIALE ÎN FAVOAREA INCULTEI DE LASCONI! ESTE BĂTAIE PT PĂSTRAREA USR SI LGBT IN PARLAMENT SI ALEGEREA UNUI PRESEDINTE HOMOSEXUAL/ LESBIANĂ !
ANULĂM ALEGERILE PREZIDENȚIALE!",ro,20-11-2024,"['PARLAMENT', 'ALEGERILE PREZIDENȚIALE']"
Primul tren nou cumpărat de România în ultimii 20 de ani circulă începând de miercuri. Ce orar are între București și Brașov 👇 Vezi primul comentariu,ro,20-11-2024,"['România', 'București', 'Brașov']"
❗Când Băsescu o recomandă pe Lasconi îți dai seama de ce USR e un partid al sistemului,ro,20-11-2024,"['Băsescu', 'Lasconi']"
"❗Nu mai votați cu partidele lui Iohannis, partidele care au distrus țara. România are nevoie de un președinte patriot - George Simion",ro,20-11-2024,"['România', 'George Simion']"
FERMELE DE BOȚI PLĂTITE DE MAFIE PE TIKTOK,ro,20-11-2024,[]
Milionarul Becali are și pensie specială: suma încasată e uriașă și a ajuns la ea cu ajutorul românilor 👇 Vezi primul comentariu,ro,20-11-2024,"['Becali', 'românilor']"
"România a devenit lider UE la producția de gaze, dar românii continuă să plătească cele mai mari prețuri pentru energie!

Emisiunea în integralitate în comentarii
@highlight",ro,20-11-2024,"['România', 'românii']"
"🙏 O mărturie despre marea Taină a Sfintei Euharistii 👇👇

Vedeți neapărat primul comentariu",ro,20-11-2024,[]
"Un moș la dezbaterea Antena 3 CNN: Domnule Ciucă, Rusia a crezut că va ajunge la Kiev în 5 zile. (parcă erau 3 zile?) Fiecare soldat avea în raniță costumul de defilare! (asta e nouă, nu am mai auzit până acum) S-au împlint 1000 de zile, Rusia într-adevăr avansează (Huaaa!), dar nu mai poate mult. (m-am liniștit).",ro,20-11-2024,"['Domnule Ciucă', 'Rusia', 'Kiev']"
"INTERVIU Cristian Răchitan, medicul vedetelor în New York: „Medicamentele au devenit atât de agresive, încât te tratezi de una şi creezi alte două boli“ 👇 Vezi primul comentariu",ro,20-11-2024,"['Cristian Răchitan', 'New York']"
"Joi, 21 noiembrie, se împlinesc 18 ani de la trecerea la Domnul a părintelui Gheorghe Calciu- Dumitreasa, simbol al României creștine.

A îndurat 21 de ani de temniță în regimul comunist și s-a jertfit pentru neamul românesc și pentru credință.
A căzut, s-a ridicat și a știut să lupte pentru crezul său și să nu renunțe niciodată. A apărat Biserica cu prețul libertății, fiindcă știa că, de fapt, ADEVĂRUL te face liber.

L-am cunoscut personal pe părintele Calciu, care mi-a fost o călăuză pe drumul dragostei către Dumnezeu.

De la părintele Calciu am învățat să lupt pentru recăpătarea demnității, suveranității și libertății poporului român. De la părintele Calciu știu că cel mai important lucru e să nu-ți vinzi sufletul.

Este o datorie de onoare pentru noi toți să ne comemorăm eroii, martirii și sfinții neamului românesc. 

Sunt onorat ca astăzi să-l omagiez pe părintele Gheorghe Calciu Dumitreasa. 

Dumnezeu să-l numere cu Sfinții Lui!",ro,20-11-2024,"['Gheorghe Calciu', 'părintele Calciu']"
"Dezastru în industria auto: Producătorul german de piese auto Schaeffler a anunţat că dă afară 4.700 de persoane. În septembrie, gigantul german a trimis înştiinţări de şomaj tehnic angajaţilor de la fabrica din Braşov 👇 Vezi primul comentariu",ro,20-11-2024,"['german', 'Schaeffler', 'Braşov']"
"✌️🇷🇴VIDEO: Președintele George Simion, conferință extraordinară la București cu presa internațională",ro,20-11-2024,"['Președintele George Simion', 'conferință extraordinară', 'București']"
📺Diana Șoșoacă și îndemnul către toți românii să voteze la alegerile prezidențiale! #DianaPreședinte ❤️,ro,20-11-2024,"['Diana Șoșoacă', 'alegerile prezidențiale']"
"❗Securistul Băsescu, scos de la naftalină de sistem să latre împotriva lui George Simion",ro,20-11-2024,[]
"❗Pus primar prin jocuri de culise de Marcel Ciolacu, Nicușor Dan anunță că își susține șeful în turul II împotriva lui George Simion",ro,20-11-2024,"['Marcel Ciolacu', 'Nicușor Dan', 'turul II', 'George Simion']"
"APEL către ortodocșii cu boicot vot: Riscăm să eșuăm ca în cazul Referendumului pentru familie
Ne găsiți și pe telegram: https://t.me/ortodoxINFO
#ortodoxinfo #Ortodoxie",ro,20-11-2024,['Referendumului pentru familie']
"PPR VS AUR!

❗În timp ce noi am depus proiect de lege împotriva propagandei LGBTQ în România, Simion, marele ,,conservator suveranist"" cerșește voturi de la transgenderi!

PPR pentru România! 🇷🇴",ro,20-11-2024,"['România', 'Simion', 'PPR']"
"Femeile sunt doar pentru sex” Derapaj sexist al unui luptător UFC, după ce Donald Trump a învins-o pe Kamala Harris + Reacția fanilor: „Ești un gunoi” 👇 Vezi primul comentariu",ro,20-11-2024,"['Donald Trump', 'Kamala Harris']"
"Un presedinte pentru TOTI romanii si pentru Romania Alexandra Pacuraru

¿Quieres crear transmisiones en vivo como esta? Echa un vistazo a StreamYard: https://streamyard.com/pal/d/6345969521393664",ro,20-11-2024,"['Romania', 'Alexandra Pacuraru', 'StreamYard', 'streamyard']"
❗Lasconi susține căsătoria între persoane de același sex contrar voinței românilor,ro,20-11-2024,"['Lasconi', 'căsătoria']"
Susţinător de soi...,ro,20-11-2024,[]
"Locul icoanei în casă. Fără icoană ne putem rătăci de la adevăratul Dumnezeu
Citiți mai multe la primul comentariu! 👇",ro,20-11-2024,[]
"Citind profeţiile, orice om poate ajunge la concluzia că acestea se împlinesc sub ochii noştri
Citiți mai multe la primul comentariu! 👇 
#Apocalipsa #Bibliei #Credincioși #DuhulSfant #MaicaDomnului #Papistăşismul #SfântulAndreiCelNebunPentruHristos #SfântulCosmaEtolul #SfântulPaisie #SfârşitulVeacurilor #sfarsitullumii #Sfinţilor",ro,20-11-2024,"['SfârşitulVeacurilor', 'sfarsitullumii']"
"Dan Negru: ,,Școala românească e ticsită cu copii care-s obosiți deja și care vor deveni maturi epuizați și ușor de manipulat."" 👇 Vezi primul comentariu",ro,20-11-2024,"['Dan Negru', 'Școala românească']"
❗Crin Antonescu e convins că Ciucă nu va intra în turul 2 și va obține un scor mic,ro,20-11-2024,"['Crin Antonescu', 'turul 2']"
❗USR își mobilizează haterii la vot spunând că jumătate din votanții AUR au 8 clase,ro,20-11-2024,['USR']
"Dacă soţul nu-şi iubeşte soţia, iar soţia nu-l cinsteşte pe soţ, în familie apare dezbinarea
Citiți mai multe la primul comentariu! 👇",ro,20-11-2024,[]
"📺Diana Șoșoacă la Prima News despre posibilitatea anulării alegerilor prezidențiale! 💣

Aflați despre solicitările Dianei Șoșoacă depuse la BEC, CCR și ICCJ! Și ce alte plângeri penale mai pregatește judecătorilor neconstituționali de la Curtea Constituțională!",ro,20-11-2024,"['Diana Șoșoacă', 'alegerilor prezidențiale', 'Dianei Șoșoacă', 'BEC', 'CCR', 'ICCJ', 'Curtea Constituțională']"
"Cine esti, o, omule, care ispitești cele neispitite judecăți ale Domnului?
Citiți mai multe la primul comentariu! 👇 
#Antihristica #Apocalipsa #ApostolulPavel #Biserică #JudecataDomnului #Mantuitorul #Privegheați #SemneleVremurilor #SfântulAtanasie #sfarsitullumii",ro,20-11-2024,"['Apocalipsa', 'Biserică', 'JudecataDomnului']"
"Lasconi, la dezbatere: ""Nu am încercat droguri"" Candidata USR nu știe ce să facă cu drogurile din România",ro,20-11-2024,"['Lasconi', 'România']"
Noua autostradă care ar putea lua locul Transfăgărășanului sau al Transalpinei. Drumul cu peisaje de poveste va traversa 3 județe importante 👇 Vezi primul comentariu,ro,20-11-2024,"['Transfăgărășanului', 'Transalpinei']"
❗România nu va intra în Schengen. Ciucă și Ciolacu au mințit… din nou,ro,20-11-2024,"['România', 'Ciucă', 'Ciolacu']"
"Simte ""mândrie""...",ro,20-11-2024,[]
"""Mesaj electoral cu puternic impact emoțional""",ro,20-11-2024,[]
"1973""Soylent Green""",ro,20-11-2024,['Soylent Green']
"☦️ Părintele Justin Pârvu: “Ierarhii ecumeniști sunt nişte păpuşi care însă au pierdut harul Adevărului, care doar mimează adevărul”
Mai multe vezi în primul comentariu 👇🏻👇🏻
 #AdunareEcumenistă #Anatema #Apostazie #Biserică #ecumenism #ParinteleJustin #Schismă #Scindare #SfinţiiPărinţi #SinodulDinCreta",ro,20-11-2024,"['Părintele Justin Pârvu', 'Biserică']"
"🙏 Mărturisirea în anii cei de pe urmă 👇👇

Vedeți neapărat primul comentariu",ro,20-11-2024,[]
România condusă de infractori. Numărul de violuri sub guvernarea PSD-PNL a explodat. Victimele sunt predominant minori,ro,20-11-2024,"['România', 'Numărul de violuri']"
"""Conservatorismul nu e despre a lega oamenii la ochi, ci despre a le aminti că libertatea vine întotdeauna cu responsabilități. Într-o societate complet liberalizată, unde totul e permis și totul e posibil, ajungem să avem libertăți de care nimeni nu mai știe ce să facă. Rezultatul? Un haos social, unde drepturile nu mai sunt echilibrate de obligații, iar moralitatea devine o alegere personală, negociabilă.Un stat conservator înțelege că libertatea nu înseamnă acces nelimitat, ci dreptul de a trăi într-o societate echilibrată, unde regulile sunt clare, valorile sunt protejate, iar drepturile individuale nu anulează binele colectiv.""
https://gandeste.org/speakers-corner/dragos-hutuleac-de-ce-avem-nevoie-de-conservatorism/133739/",ro,20-11-2024,['dragos-hutuleac-de-ce-avem-nevoie-de-conservatorism']
"George Simion, piesă cu dedicație: ""Cel mai mare patriot / Duce România în top”",ro,20-11-2024,"['George Simion', 'România']"
"Praga: Sărbătoarea Sfântului Nicolae înlocuită cu un spectacol dedicat unui personaj satanic
Citiți mai multe la primul comentariu! 👇 
#încurajeazăparticipareacopiilor #animaledecompanie #efectesonore #Europa #evenimentcontroversat #interpretareîntunecată #Krampus #personajelormitice #pirotehnică #Praga #reacțiicritice #sărbătoareaSfântuluiNicolae #sfântul #tradițiilecreștine #tradițiilefolcloricealpine",ro,20-11-2024,['Praga']
🤝🏻Diaspora susține PNȚCD! ✅  #AurelianPavelescu #PNTCD #Pavelescu #diaspora #romaniiplecati #strainatate   www.aurelianpavelescu.ro,ro,20-11-2024,"['PNȚCD', 'AurelianPavelescu']"
Turiștii se plâng: „Turcia va fi goală în câțiva ani”. Ce îi nemulțumește: „M-am simțit furat la fiecare pas” 👇 Vezi primul comentariu,ro,20-11-2024,['Turcia']
"În drum spre pensie, Joe Biden târăște omenirea spre Al Treilea Război Mondial
Jurnalul meu video | 20 noiembrie 2024
Un interviu cu ziaristul Vlad Pufu, un candidat care vrea să creeze brandul Pâinea de Ialomița.
#ioncristoiu #cristoiuvlog #cristoiutv",ro,20-11-2024,"['Joe Biden', 'Al Treilea Război Mondial', 'Vlad Pufu']"
"Altă Ialtă, altă Maltă: Marea împărțeală a țării de la Soare Răsare...
Lk=Com",ro,20-11-2024,"['Marea împărțeală', 'Lk']"
În America se deparazitează statul. În România doar Simion propune asta și are curaj să o spună,ro,20-11-2024,"['America', 'România', 'Simion']"
I-a dat o lecţie...,ro,20-11-2024,[]
"EXPERIMENT. Ce se află în mâncarea adusă de livratori. Pizza, shaorma şi burger, analizate în laborator 👇 Vezi primul comentariu",ro,20-11-2024,['EXPERIMENT']
"Cine poate face un bine și nu îl face, săvârșește un păcat!
Citiți mai multe la primul comentariu! 👇",ro,20-11-2024,[]
"Cele mai simple întrebări despre ecumenism
Citiți mai multe la primul comentariu! 👇 
#Apostazie #BisericaEcumenică #BisericaOrtodoxă #Biserică #EreziaEcumenică #erezie #MişcareaEcumenică #Ortodoxiei #PatriarhiaEcumenică #RugăciuniComune #SfinteiScripturi",ro,20-11-2024,"['BisericaEcumenică', 'BisericaOrtodoxă', 'PatriarhiaEcumenică']"
"Sf. Teofan Zăvorâtul explică ce este, de fapt, păcatul
Citiți mai multe la primul comentariu! 👇",ro,20-11-2024,[]
"Să ne pregătim pentru zilele din urmă, nu numai trupeşte, ci mai ales duhovniceşte
Citiți mai multe la primul comentariu! 👇 
#666 #Acatist #Împărtăşanie #Lepădare #Minuni #MutatLaSat #Pecetea #PlanteMedicinale #profetii #ProoroculMincinos #Rugă #SfinţiiPărinţi #Spovedanie #Statisticile #Televizorul",ro,20-11-2024,"['SfinţiiPărinţi', 'Spovedanie']"
"❗Pudelul lui Iohannis, Ilie Bolojan anunță că vrea guvern cu PSD",ro,20-11-2024,['Ilie Bolojan']
O atitudine sfidătoare la adresa simplului cetățean...👀👀,ro,20-11-2024,[]
"Suedia și Finlanda își îndeamnă cetățenii să se pregătească pentru război
Citiți mai multe la primul comentariu! 👇 
#AgențiaSuedezădeProtecțieCivilă #broșuri #Finlanda #MSB #NATO #razboi #Rezistenţă #Suedia",ro,20-11-2024,"['Suedia', 'Finlanda', 'război', 'AgențiaSuedezădeProtecțieCivilă', 'MSB', 'razboi']"
"📺Diana Șoșoacă la Columna TV despre dispariția statului de drept din România prin decizia neconstituțională a CCR! 💣

Ascultați îndemnul la vot pentru alegerile parlamentare! #SOSRomania 🇷🇴💙💛❤️

Aflați cum a intrat Diana Șoșoacă în politică și cum pot fi anulate alegerile prezidențiale neconstituționale!",ro,20-11-2024,"['Diana Șoșoacă', 'România', 'alegerile parlamentare', 'alegerile prezidențiale neconstituționale']"
ATENTIE la mancare! Cum se fabrica salamul de Sibiu si cascavalul Rucar 👇 Vezi primul comentariu,ro,20-11-2024,[]
"În rugăciunea noastră nu intervin numai demonii cei vicleni şi plini de ură
Citiți mai multe la primul comentariu! 👇",ro,20-11-2024,[]
"Sf. Maxim Mărturisitorul: Chiar dacă lumea toată ar începe să se împărtăşească cu patriarhul, eu nu pot să mă împărtăşesc cu dânsul
Citiți mai multe la primul comentariu! 👇 
#Biserică #Bizantinii #DreaptaCredinţăOrtodoxă #DrepteiCredințe #Erezii #Mărturisitor #Monofiziţi #Monotelişti #Românii #sfântul #SfantulMaximMarturisitorul #SfinteSinoade #smerenie #Taine",ro,20-11-2024,"['Erezii', 'Românii']"
"Cu echipa AUR Neamț - Alianța pentru Unirea Românilor  în comunele Negrești, Agapia și Ghindăoani.

Am continuat să prezentam nemțenilor Planul Simion și Programul de guvernare AUR.

AUR în Parlament! George Simion, Președinte! 🇷🇴",ro,20-11-2024,"['AUR', 'Alianța pentru Unirea Românilor', 'Negrești', 'Agapia', 'Ghindăoani', 'Parlament', 'George Simion']"
"EFECT POLITIC

ÎN CONGRESUL AMERICAN AU FOST FĂCUTE 
DEZVĂLUIRI SENZAȚIONALE 
DESPRE OZN-URI
Invitați: 
- Adrian Urzică, director executiv al ASFAN (Asociația pentru Studiul Fenomenelor Aeriene Neidentificate);
- Sorin Stoicescu, fost director al Aviației Civile din România.
Realizator: dr. Calistrat M. Atudorei",ro,20-11-2024,"['CONGRESUL AMERICAN', 'Adrian Urzică', 'ASFAN', 'Sorin Stoicescu', 'România']"
"Invitați: Nicolae Iuga, Mihali Gavrilă și Tudor Ionescu
Moderator: dr. Calistrat Atudorei",ro,20-11-2024,"['Nicolae Iuga', 'Mihali Gavrilă', 'Tudor Ionescu']"
Pățania unei familii care s-a întors în România și și-a cumpărat o casă în Sibiu. „Nu vor romi lângă ei” 👇 Vezi primul comentariu 👇,ro,20-11-2024,"['România', 'casă', 'Sibiu']"
"„Micul Einstein” al României. Are doar 15 ani, dar a dat lumii o invenție care l-a pus pe lista marilor genii din toate timpurile! Ce a creat el este cât o doză de suc, dar poate alimenta o comunitate timp de 100 de ani! Respect!!! 👇 Vezi primul comentariu",ro,20-11-2024,"['Micul Einstein', 'României']"
"🙏 Cine poate face un bine și nu îl face, săvârșește un păcat! 👇👇

Vedeți neapărat primul comentariu",ro,20-11-2024,[]
"Omul neputuincios vrea să tot făptuiască; vrea să făptuiască de capul său, vrea să făpuiască până şi acolo unde nu este loc pentru făptuire
Citiți mai multe la primul comentariu! 👇",ro,20-11-2024,['Omul neputuincios']
"CĂDEREA CONSTANTINOPOLULUI. Să re-citim împreună, pentru că ne privește…
Citiți mai multe la primul comentariu! 👇 
#CădereaConstantinopolului #Cruciade #FiloteiZervakos #Gomora #ImperiulBizantin #Sodoma",ro,20-11-2024,"['CONSTANTINOPOLULUI', 'CădereaConstantinopolului', 'Cruciade', 'Gomora', 'ImperiulBizantin', 'Sodoma']"
"Nimeni nu te poate mântui, dacă tu nu faci nimic
Citiți mai multe la primul comentariu! 👇",ro,20-11-2024,[]
"""La vârful acestei structuri dărăpănate se plasează Marcel Ciolacu, pe care eu unul îl apreciez drept cel mai șmecher politician al prezentului. Un personaj politic care a știut în PSD, cel mai importat partid politic din România, să împace și capra și varza, care a fost în stare să-i recupereze înapoi la nava mamă pe cei mai importanți lideri politici, care de-a lungul timpului au fost ejectați sau au plecat de bunăvoie din PSD, care i-a pus la treabă, înhămându-i la carul său triumfal. Programul de țară prezentat de Marcel Ciolacu, deși cel mai bine articulat în comparație cu ceea ce au promovat ceilalți competitori, reprezintă doar o glumă sinistră în raport cu provocările interne și externe cu care se confruntă România. Va fi ales cel mai bine plasat logistic. Obișnuiți-vă de acum cu ideea că România, timp de cinci sau zece ani, va fi reprezentată de Marcel Ciolacu. Și, la pachet, mai obișnuiți-vă cu ideea că partidul dominant, cel în jurul căruia se va forma viitoarea majoritate, cu PNL, dacă vine Bolojan și întreaga conducere demisionează peste câteva zile, sau cu AUR, dacă la PNL nu vine Bolojan și în orice caz cu UDMR, va fi Partidul Social Democrat.""
https://gandeste.org/analize-si-opinii/sorin-rosca-stanescu-cea-mai-mizerabila-campanie-prezidentiala-va-castiga-un-inger/133735/",ro,20-11-2024,"['Marcel Ciolacu', 'România']"
"Suntem într-o prigonire fără precedent a Bisericii Ortodoxe
Citiți mai multe la primul comentariu! 👇 
#Abuz #BisericaOrtodoxă #Biserică #Credincioșii #Neomarxiști #Prigoniţi #Slujba #StatulLaicizat #Supermarket",ro,20-11-2024,"['Bisericii Ortodoxe', 'BisericaOrtodoxă']"
Cazurile Nordis și Panouri Ciucă – fum în bătălia politică. PSD și PNL vor face guvernul,ro,20-11-2024,[]
"Spune că s-a dat ordinul pentru operaţiunea ""Lasconi preşedinte cu orice preţ""...",ro,20-11-2024,"['operaţiunea', 'Lasconi']"
Arătând că sunt încălcate mai multe articole din Convenţia Europeană a Drepturilor Omului,ro,20-11-2024,[]
În Munții Parâng!,ro,20-11-2024,['În Munții Parâng']
"Comaroni: În Ucraina se joacă din nou o scenetă, dedicată sporirii comenzilor către complexul militaro-industrial, iar Trump pare că e complice!

România este însă total expusă în viitorul stadiu al conflictului, deoarece avem un tratat bilateral cu Ucraina, semnat chiar de către Ciucă! 

E limpede că alde Lasconi, Bolojan, Orban, Băsescu, sunt trași cu cheița de către ofițerii Statului Paralel. Ce e clar e că noul proiect al securiștilor români e “LASCONI PREȘEDINTE”!

https://goldtv.ro/video/comaroni-in-ucraina-se-joaca-din-nou-o-sceneta-dedicata-sporirii-comenzilor-catre-complexul-militaro-industrial-iar-trump-pare-ca-e-complice-romania-este-insa-total-expusa-in-viitorul-stadiu-al-co/",ro,20-11-2024,"['Comaroni', 'Ucraina', 'complexul militaro-industrial', 'Trump', 'România', 'Ciucă', 'Lasconi', 'Bolojan', 'Orban', 'Băsescu', 'LASCONI']"
DECA SI MUNTEANU NU SCAPA DE DOSARUL PENAL – Robert Rosu nu ii iarta pentru anii furati--->>https://shorturl.at/2oh8r,ro,20-11-2024,"['DECA SI MUNTEANU', 'Robert Rosu']"
"„Nu acceptăm înghețarea conflictului!”...
Lk=Com",ro,20-11-2024,['Lk']
"Prăbușirea globaliștilor: Lasconi la 12%, Ciucă la 9%. Românii aleg suveranitatea
Ne găsiți și pe telegram: https://t.me/ortodoxINFO
#ortodoxinfo #Ortodoxie",ro,20-11-2024,"['Lasconi', 'Ciucă', 'Românii']"
"Cauzele pentru care la biserică merg mai multe femei decât bărbați
Citiți mai multe la primul comentariu! 👇",ro,20-11-2024,[]
"Caderea Constantinopolului si caderile duhovnicesti
Citiți mai multe la primul comentariu! 👇 
#CădereaConstantinopolului #TheodorosZisis",ro,20-11-2024,"['Constantinopolului', 'CădereaConstantinopolului', 'TheodorosZisis']"
"La Arad
CMF 11240027",ro,20-11-2024,[]
"”Vom închide oficiile poștale. Miza pentru care încă le ținem deschise este că totuși încă avem oameni pentru care avem o datorie morală, care și-au dedicat viața Poștei Române. Sunt oamenii care au lucrat 30-40, unii chiar 50 de ani pentru o companie și nu poți sa le spui: ”

https://www.activenews.ro/stiri/Anunt-soc-Posta-Romana-inchide-toate-oficiile-postale-Nu-sunt-profitabile-si-nu-au-niciun-viitor-193326?fbclid=IwY2xjawGq1pxleHRuA2FlbQIxMQABHWBVgGLez_NF2ZqUsHKPpRdh_Ia0B8YJDQAWxIyjm18nGY6GMAsv5wgsNg_aem_qYj_UZT8x3zHAeYgUW5h9Q",ro,20-11-2024,"['Poștei Române', 'companie']"
https://shorturl.at/0RIEh,ro,20-11-2024,[]
Garantul privilegiilor. Rolex Bogdan îl susține pe Ciucă: cel mai bun pentru stagnare,ro,20-11-2024,"['Rolex', 'Bogdan']"
❗UEFA: România a câștigat cu 3-0 meciul cu Kosovo,ro,20-11-2024,"['UEFA', 'România', 'Kosovo']"
📺Diana Șoșoacă despre abuzurile Poliției Locale și lecția de dreptate și omenie dată Poliției Naționale!👏 #SOSRomania 🇷🇴💙💛❤️,ro,20-11-2024,"['Diana Șoșoacă', 'Poliției Locale', 'Poliției Naționale']"
Am găsit asta pe internet.,ro,20-11-2024,[]
"❗Dan Diaconescu: „PNL se dezintegrează, primarii liberali o să facă COADĂ la Simion”",ro,20-11-2024,"['Dan Diaconescu', 'PNL']"
"☦️ Viața fratelui Teofan, minunata lui vedenie și despre părtășenia cu ereticii
Mai multe vezi în primul comentariu 👇🏻👇🏻",ro,20-11-2024,['ereticii']
"🙏 Puneţi mâna pe creionaş şi notaţi păcatele. Altfel, ţi-l poate dilua mai târziu satana 👇👇

Vedeți neapărat primul comentariu",ro,20-11-2024,[]
"Ciucă, locul 5 cu sub 10% – Simbolul rușinii naționale și eșecul catastrofal al lui Klaus Iohannis",ro,20-11-2024,"['Ciucă', 'eșecul catastrofal', 'Klaus Iohannis']"
